"id","nama_toko","id_toko","alamat","kontak","titik_lokasi","",""
"284","Outlet Sumber","2840492","Sumber, Jawa Barat","0492","-6.7603,108.4831","",""
"285","Outlet Bantul","285022","Bantul, Yogyakarta","022","-7.8881,110.3289","",""
"286","Outlet Sofifi","2860846","Sofifi, Maluku Utara","0846","0.7373,127.5588","",""
"287","Outlet Mamuju","2870041","Mamuju, Sulawesi Barat","0041","-2.6806,118.8861","",""
"288","Outlet Tanjung Selor","2880935","Tanjung Selor, Kalimantan Utara","0935","2.8375,117.3653","",""
"289","Outlet Pontianak Barat","2890698","Pontianak Barat, Kalimantan Barat","0698","-0.0189,109.3187","",""
"290","Outlet Kertasari","2900834","Kertasari, Jawa Barat","0834","-7.3461,108.2814","",""
"291","Outlet Sungai Raya","2910996","Sungai Raya, Kalimantan Barat","0996","-0.1269,109.4039","",""
"292","Outlet Kudus","2920667","Kudus, Jawa Tengah","0667","-6.8048,110.8405","",""
"293","Outlet Kompa Satu","2930941","Kompa Satu, Jawa Barat","0941","-6.5822,106.5061","",""
"294","Outlet Cileuksa","2940003","Cileuksa, Jawa Barat","0003","-6.6032,106.4448","",""
"295","Outlet Cisarua","2950466","Cisarua, Jawa Barat","0466","-6.6527,106.471","",""
"296","Outlet Lebakhuni","2960851","Lebakhuni, Jawa Barat","0851","-6.5179,106.4631","",""
"297","Outlet Cibadak","2970052","Cibadak, Jawa Barat","0052","-6.5816,106.4846","",""
"298","Outlet Garisul","2980107","Garisul, Jawa Barat","0107","-6.5055,106.4959","",""
"299","Outlet Cibinong","2990573","Cibinong, Jawa Barat","0573","-6.4817,106.8542","",""
"300","Outlet Pasirmadang","3000079","Pasirmadang, Jawa Barat","0079","-6.5983,106.4782","",""
"301","Outlet Kadaka","3010071","Kadaka, Jawa Barat","0071","-6.519,106.4998","",""
"302","Outlet Sidoger Lebak","3020814","Sidoger Lebak, Jawa Barat","0814","-6.5928,106.5131","",""
"303","Outlet Cipeundeuy","3030268","Cipeundeuy, Jawa Barat","0268","-6.6569,106.5011","",""
"304","Outlet Pangradin Satu","3040853","Pangradin Satu, Jawa Barat","0853","-6.5084,106.4773","",""
"305","Outlet Cipatat","3050227","Cipatat, Jawa Barat","0227","-6.6223,106.4955","",""
"306","Outlet Pulau Pramuka","3060979","Pulau Pramuka, Jakarta","0979","-5.7458,106.6139","",""
"307","Outlet Suwawa","3070643","Suwawa, Gorontalo","0643","0.5325,123.1469","",""
"308","Outlet Bualu","3080453","Bualu, Bali","0453","-8.796,115.2172","",""
"309","Outlet Banjar Danginpangkung","3090326","Banjar Danginpangkung, Bali","0326","-8.5754,115.1645","",""
"310","Outlet Pecatu","3100371","Pecatu, Bali","0371","-8.8323,115.1247","",""
"311","Outlet Pegongan","3110841","Pegongan, Bali","0841","-8.4855,115.2265","",""
"312","Outlet Banjar Kaja","3120435","Banjar Kaja, Bali","0435","-8.6097,115.1723","",""
"313","Outlet Banjar Keraman","3130701","Banjar Keraman, Bali","0701","-8.528,115.2117","",""
"314","Outlet Pemijian","314021","Pemijian, Bali","021","-8.4499,115.2193","",""
"315","Outlet Banjar Lebahsari","3150695","Banjar Lebahsari, Bali","0695","-8.5453,115.1755","",""
"316","Outlet Banjar Mambalkajanan","3160458","Banjar Mambalkajanan, Bali","0458","-8.5506,115.2234","",""
"317","Outlet Banjar Parekan","3170266","Banjar Parekan, Bali","0266","-8.5763,115.2164","",""
"318","Outlet Banjar Badung","3180463","Banjar Badung, Bali","0463","-8.5816,115.1884","",""
"319","Outlet Banjar Desa","3190607","Banjar Desa, Bali","0607","-8.5825,115.2404","",""
"320","Outlet Banjar Kembangsari","3200682","Banjar Kembangsari, Bali","0682","-8.5072,115.2116","",""
"321","Outlet Banjar Pelaga","3210348","Banjar Pelaga, Bali","0348","-8.2928,115.2252","",""
"322","Outlet Banjar Sedang","3220866","Banjar Sedang, Bali","0866","-8.5707,115.2389","",""
"323","Outlet Pangsan","3230349","Pangsan, Bali","0349","-8.4146,115.2209","",""
"324","Outlet Banjar Cemenggon","3240569","Banjar Cemenggon, Bali","0569","-8.5391,115.1995","",""
"325","Outlet Banjar Ulapan Satu","3250309","Banjar Ulapan Satu, Bali","0309","-8.5098,115.2144","",""
"326","Outlet Banjar Badung Tengah","3260977","Banjar Badung Tengah, Bali","0977","-8.5067,115.1994","",""
"327","Outlet Kangin","327018","Kangin, Bali","018","-8.8334,115.1269","",""
"328","Outlet Banjar Gunungpande","328009","Banjar Gunungpande, Bali","009","-8.616,115.1448","",""
"329","Outlet Banjar Pekenjelodan","3290422","Banjar Pekenjelodan, Bali","0422","-8.5752,115.1777","",""
"330","Outlet Banjar Karangsuling","3300665","Banjar Karangsuling, Bali","0665","-8.5998,115.1952","",""
"331","Outlet Banjar Kerobokan","3310647","Banjar Kerobokan, Bali","0647","-8.6185,115.1276","",""
"332","Outlet Jabajero","3320078","Jabajero, Bali","0078","-8.7277,115.175","",""
"333","Outlet Dajanpeken","3330628","Dajanpeken, Bali","0628","-8.4696,115.1837","",""
"334","Outlet Banjar Kedua","3340252","Banjar Kedua, Bali","0252","-8.5184,115.1865","",""
"335","Outlet Banjar Cice","3350216","Banjar Cice, Bali","0216","-8.59,115.1707","",""
"336","Outlet Kelanabian","3360903","Kelanabian, Bali","0903","-8.7519,115.1769","",""
"337","Outlet Banjar Tengah","3370956","Banjar Tengah, Bali","0956","-8.5653,115.2196","",""
"338","Outlet Banjar Tengah","338065","Banjar Tengah, Bali","065","-8.4985,115.1942","",""
"339","Outlet Banjar Bucu","3390369","Banjar Bucu, Bali","0369","-8.5857,115.2061","",""
"340","Outlet Banjar Sempidi","3400329","Banjar Sempidi, Bali","0329","-8.5233,115.2057","",""
"341","Outlet Banjar Serangan","3410778","Banjar Serangan, Bali","0778","-8.5435,115.1692","",""
"342","Outlet Mangupura","3420281","Mangupura, Bali","0281","-8.5439,115.17","",""
"343","Outlet Brahmana","3430507","Brahmana, Bali","0507","-8.4867,115.2101","",""
"344","Outlet Banjar Jumbayah","3440541","Banjar Jumbayah, Bali","0541","-8.5649,115.1655","",""
"345","Outlet Banjar Teguan","3450058","Banjar Teguan, Bali","0058","-8.5057,115.2299","",""
"346","Outlet Klaten","3460648","Klaten, Jawa Tengah","0648","-7.7058,110.6064","",""
"347","Outlet Petang","3470415","Petang, Bali","0415","-8.3963,115.2187","",""
"348","Outlet Lampuuk","3480685","Lampuuk, Aceh","0685","5.571,95.3895","",""
"349","Outlet Lambaro","349043","Lambaro, Aceh","043","5.5558,95.3438","",""
"350","Outlet Mata Ie","3500437","Mata Ie, Aceh","0437","5.5278,95.3347","",""
"351","Outlet Tungoo","3510507","Tungoo, Sulawesi Utara","0507","0.7469,124.2611","",""
"352","Outlet Sukoharjo","3520927","Sukoharjo, Jawa Tengah","0927","-7.6725,110.8381","",""
"353","Outlet Harapankarya","3530351","Harapankarya, Sulawesi Selatan","0351","-3.9893,119.6438","",""
"354","Outlet Santosa","3540251","Santosa, Jawa Barat","0251","-7.2537,107.6388","",""
"355","Outlet Ciburial","3550848","Ciburial, Jawa Barat","0848","-7.0396,107.9077","",""
"356","Outlet Margabakti","3560095","Margabakti, Jawa Barat","0095","-7.0137,107.8771","",""
"357","Outlet Cigorowong Kidul","3570785","Cigorowong Kidul, Jawa Barat","0785","-7.022,107.8845","",""
"358","Outlet Soreang","3580672","Soreang, Jawa Barat","0672","-7.0331,107.5183","",""
"359","Outlet Negla","3590767","Negla, Jawa Barat","0767","-7.2733,107.6757","",""
"360","Outlet Gerempay","3600677","Gerempay, Jawa Barat","0677","-7.3379,108.2882","",""
"361","Outlet Lubukbergalung","3610863","Lubukbergalung, Sumatera Barat","0863","-0.9608,100.4001","",""
"362","Outlet Rajapeni","3620139","Rajapeni, Jawa Barat","0139","-7.2841,108.2148","",""
"363","Outlet Teluk Binjai","3630389","Teluk Binjai, Riau","0389","1.672,101.4497","",""
"364","Outlet Bagan Besar","3640858","Bagan Besar, Riau","0858","1.5818,101.3867","",""
"365","Outlet Rimba Sekampung","3650806","Rimba Sekampung, Riau","0806","1.6756,101.4375","",""
"366","Outlet Kampung Laksamana","3660181","Kampung Laksamana, Riau","0181","1.6793,101.4389","",""
"367","Outlet Buluh Kasap","3670316","Buluh Kasap, Riau","0316","1.6808,101.4561","",""
"368","Outlet Tanjung Palas","3680726","Tanjung Palas, Riau","0726","1.6785,101.4701","",""
"369","Outlet Dumai Kota","3690323","Dumai Kota, Riau","0323","1.6782,101.4436","",""
"370","Outlet Ciaro","370089","Ciaro, Jawa Barat","089","-7.0384,107.9201","",""
"371","Outlet Pandan","3710238","Pandan, Sumatera Utara","0238","1.6838,98.822","",""
"372","Outlet Banjar Belok","3720159","Banjar Belok, Bali","0159","-8.2858,115.2428","",""
"373","Outlet Jambula","3730115","Jambula, Maluku Utara","0115","0.7578,127.3183","",""
"374","Outlet Basiong","3740863","Basiong, Maluku Utara","0863","0.7729,127.3748","",""
"375","Outlet Passo","3750658","Passo, Maluku","0658","-3.6301,128.2524","",""
"376","Outlet Amahusu","3760746","Amahusu, Maluku","0746","-3.7253,128.1471","",""
"377","Outlet Sukasirna","377078","Sukasirna, Jawa Barat","078","-7.3655,108.2778","",""
"378","Outlet Sukahurip","378062","Sukahurip, Jawa Barat","062","-7.3521,108.6363","",""
"379","Outlet Cimanggu","3790831","Cimanggu, Jawa Barat","0831","-7.416,108.5676","",""
"380","Outlet Hegarsari","3800502","Hegarsari, Jawa Barat","0502","-7.3859,108.5394","",""
"381","Outlet Randegan","3810579","Randegan, Jawa Barat","0579","-7.3522,108.5712","",""
"382","Outlet Langkaplancar","3820967","Langkaplancar, Jawa Barat","0967","-7.3777,108.6141","",""
"383","Outlet Cibeureum","3830287","Cibeureum, Jawa Barat","0287","-7.3707,108.5087","",""
"384","Outlet Pangasinan","3840188","Pangasinan, Jawa Barat","0188","-7.4066,108.5292","",""
"385","Outlet Bojong","3850897","Bojong, Jawa Barat","0897","-7.3858,108.4941","",""
"386","Outlet Babakan","38601","Babakan, Jawa Barat","01","-7.3657,108.6405","",""
"387","Outlet Ciaren","3870574","Ciaren, Jawa Barat","0574","-7.368,108.5565","",""
"388","Outlet Cipadung Timur","3880949","Cipadung Timur, Jawa Barat","0949","-7.3594,108.5414","",""
"389","Outlet Balokang","3890858","Balokang, Jawa Barat","0858","-7.3665,108.4852","",""
"390","Outlet Sinargalih","3900138","Sinargalih, Jawa Barat","0138","-7.3574,108.6382","",""
"391","Outlet Randegan Dua","391093","Randegan Dua, Jawa Barat","093","-7.3556,108.5683","",""
"392","Outlet Rancakole","3920531","Rancakole, Jawa Barat","0531","-7.3715,108.5891","",""
"393","Outlet Babakansari","393062","Babakansari, Jawa Barat","062","-7.3699,108.5609","",""
"394","Outlet Warungbuah","3940488","Warungbuah, Jawa Barat","0488","-7.3858,108.5044","",""
"395","Outlet Sukarame","39506","Sukarame, Jawa Barat","06","-7.3779,108.5375","",""
"396","Outlet Sindanggalih","3960837","Sindanggalih, Jawa Barat","0837","-7.3615,108.6238","",""
"397","Outlet Cikabuyutan Barat","397059","Cikabuyutan Barat, Jawa Barat","059","-7.3785,108.5422","",""
"398","Outlet Banjar Pande","3980075","Banjar Pande, Bali","0075","-8.5126,115.2399","",""
"399","Outlet Slawi","3990815","Slawi, Jawa Tengah","0815","-6.9816,109.1407","",""
"400","Outlet Banjar Sayanbaleran","4000472","Banjar Sayanbaleran, Bali","0472","-8.506,115.1804","",""
"401","Outlet Banjar Sandinggianyar","4010933","Banjar Sandinggianyar, Bali","0933","-8.4629,115.2992","",""
"402","Outlet Banjar Tebongkang","4020147","Banjar Tebongkang, Bali","0147","-8.5285,115.2431","",""
"403","Outlet Banjar Triwangsakelusa","4030161","Banjar Triwangsakelusa, Bali","0161","-8.4406,115.2582","",""
"404","Outlet Bayad","4040995","Bayad, Bali","0995","-8.4472,115.2415","",""
"405","Outlet Melinggih","4050482","Melinggih, Bali","0482","-8.4313,115.2447","",""
"406","Outlet Banjar Mulung","4060286","Banjar Mulung, Bali","0286","-8.4786,115.3107","",""
"407","Outlet Buahan","4070758","Buahan, Bali","0758","-8.3948,115.2367","",""
"408","Outlet Banjar Bukian","4080805","Banjar Bukian, Bali","0805","-8.4069,115.2651","",""
"409","Outlet Banjar Kedisan Kelod","4090112","Banjar Kedisan Kelod, Bali","0112","-8.4222,115.2924","",""
"410","Outlet Banjar Ubud","4100609","Banjar Ubud, Bali","0609","-8.4761,115.2932","",""
"411","Outlet Gianyar","41101","Gianyar, Bali","01","-8.5435,115.3272","",""
"412","Outlet Banjar Pasekan","4120826","Banjar Pasekan, Bali","0826","-8.6329,115.284","",""
"413","Outlet Banjar Petuludesa","4130654","Banjar Petuludesa, Bali","0654","-8.4869,115.2742","",""
"414","Outlet Banjar Pesalakan","414003","Banjar Pesalakan, Bali","003","-8.4812,115.3025","",""
"415","Outlet Banjar Madangan Kaja","4150076","Banjar Madangan Kaja, Bali","0076","-8.475,115.3238","",""
"416","Outlet Banjar Tegallalang","4160579","Banjar Tegallalang, Bali","0579","-8.4366,115.2792","",""
"417","Outlet Banjar Triwangsakeliki","4170148","Banjar Triwangsakeliki, Bali","0148","-8.452,115.262","",""
"418","Outlet Banjar Manukayaanyar","4180426","Banjar Manukayaanyar, Bali","0426","-8.4083,115.3124","",""
"419","Outlet Banjar Dujung Kaja","41906","Banjar Dujung Kaja, Bali","06","-8.4008,115.2886","",""
"420","Outlet Banjar Ponggang","4200864","Banjar Ponggang, Bali","0864","-8.3893,115.2605","",""
"421","Outlet Banjar Kerta","4210307","Banjar Kerta, Bali","0307","-8.3384,115.2868","",""
"422","Outlet Banjar Tengah","4220317","Banjar Tengah, Bali","0317","-8.4289,115.3065","",""
"423","Outlet Bunutan","4230307","Bunutan, Bali","0307","-8.4649,115.248","",""
"424","Outlet Banjar Taro Kelod","4240886","Banjar Taro Kelod, Bali","0886","-8.3849,115.2794","",""
"425","Outlet Cilangkap","4250522","Cilangkap, Jawa Barat","0522","-7.4041,108.4981","",""
"426","Outlet Bandar Seri Bentan","4260136","Bandar Seri Bentan, Kepulauan Riau","0136","1.0542,104.48","",""
"427","Outlet Sekupang","4270758","Sekupang, Kepulauan Riau","0758","1.1272,103.9267","",""
"428","Outlet Belakangpadang","4280374","Belakangpadang, Kepulauan Riau","0374","1.1496,103.8916","",""
"429","Outlet Cimawate","4290255","Cimawate, Jawa Barat","0255","-7.4202,108.1822","",""
"430","Outlet Cilisung","4300309","Cilisung, Jawa Barat","0309","-7.4165,108.5124","",""
"431","Outlet Karawang","4310177","Karawang, Jawa Barat","0177","-6.3033,107.3056","",""
"432","Outlet Nagrog","4320643","Nagrog, Jawa Barat","0643","-7.0347,107.2297","",""
"433","Outlet Tegallega","4330693","Tegallega, Jawa Barat","0693","-7.0463,107.2224","",""
"434","Outlet Banjar Petak","4340486","Banjar Petak, Bali","0486","-8.4448,115.3195","",""
"435","Outlet Demak","4350734","Demak, Jawa Tengah","0734","-6.8909,110.6396","",""
"436","Outlet Tinggarwangi","4360123","Tinggarwangi, Jawa Tengah","0123","-7.5239,109.1228","",""
"437","Outlet Kebasen","4370442","Kebasen, Jawa Tengah","0442","-7.5333,109.1997","",""
"438","Outlet Menganti","438048","Menganti, Jawa Tengah","048","-7.5492,109.1564","",""
"439","Outlet Tipar","4390621","Tipar, Jawa Tengah","0621","-7.5053,109.1481","",""
"440","Outlet Rawaheng","4400877","Rawaheng, Jawa Tengah","0877","-7.5411,109.0467","",""
"441","Outlet Garbi","4410779","Garbi, Jawa Tengah","0779","-7.5022,109.2147","",""
"442","Outlet Purwokerto","4420299","Purwokerto, Jawa Tengah","0299","-7.4214,109.2344","",""
"443","Outlet Losari","4430911","Losari, Jawa Tengah","0911","-7.5578,109.1547","",""
"444","Outlet Sangkalputung","4440179","Sangkalputung, Jawa Tengah","0179","-7.5061,109.0625","",""
"445","Outlet Papringan","4450174","Papringan, Jawa Tengah","0174","-7.5039,109.2483","",""
"446","Outlet Gambarjati","4460178","Gambarjati, Jawa Tengah","0178","-7.5369,109.1289","",""
"447","Outlet Pekuncen","447074","Pekuncen, Jawa Tengah","074","-7.5597,109.1186","",""
"448","Outlet Karanglewas","448061","Karanglewas, Jawa Tengah","061","-7.5536,109.1389","",""
"449","Outlet Binangun","4490163","Binangun, Jawa Tengah","0163","-7.5375,109.2469","",""
"450","Outlet Klapagading","4500107","Klapagading, Jawa Tengah","0107","-7.5186,109.0694","",""
"451","Outlet Kaliduren","4510519","Kaliduren, Jawa Tengah","0519","-7.5603,109.0981","",""
"452","Outlet Gerduren","4520582","Gerduren, Jawa Tengah","0582","-7.5133,109.0928","",""
"453","Outlet Sudikampir","4530976","Sudikampir, Jawa Tengah","0976","-7.5128,109.0272","",""
"454","Outlet Bantar Tengah","4540521","Bantar Tengah, Jawa Tengah","0521","-7.5453,109.0892","",""
"455","Outlet Wangon","4550402","Wangon, Jawa Tengah","0402","-7.5161,109.0539","",""
"456","Outlet Rawalo","4560207","Rawalo, Jawa Tengah","0207","-7.5369,109.1792","",""
"457","Outlet Gambarsari","4570159","Gambarsari, Jawa Tengah","0159","-7.5314,109.2014","",""
"458","Outlet Margasana","4580265","Margasana, Jawa Tengah","0265","-7.5383,109.1383","",""
"459","Outlet Pesawahan","4590026","Pesawahan, Jawa Tengah","0026","-7.5242,109.1678","",""
"460","Outlet Tugu","4600198","Tugu, Jawa Tengah","0198","-7.5147,109.1378","",""
"461","Outlet Tengah","4610441","Tengah, Jawa Tengah","0441","-7.5553,109.1131","",""
"462","Outlet Jatilawang","4620361","Jatilawang, Jawa Tengah","0361","-7.5344,109.1197","",""
"463","Outlet Diwek","4630921","Diwek, Jawa Timur","0921","-7.5917,112.237","",""
"464","Outlet Jombang","4640619","Jombang, Jawa Timur","0619","-7.5448,112.236","",""
"465","Outlet Desa Kaler Gunungcupu","465044","Desa Kaler Gunungcupu, Jawa Barat","044","-7.2948,108.2298","",""
"466","Outlet Pemalang","4660873","Pemalang, Jawa Tengah","0873","-6.9,109.3667","",""
"467","Outlet Brak","4670244","Brak, Jawa Tengah","0244","-7.5592,109.22","",""
"468","Outlet Cimamut","4680384","Cimamut, Jawa Barat","0384","-7.3116,108.2568","",""
"469","Outlet Doudo","4690541","Doudo, Jawa Timur","0541","-6.9564,112.4989","",""
"470","Outlet Sambipondok","4700218","Sambipondok, Jawa Timur","0218","-6.972,112.525","",""
"471","Outlet Jetis","4710929","Jetis, Jawa Timur","0929","-6.9776,112.4323","",""
"472","Outlet Sungaitinta","4720656","Sungaitinta, Jawa Timur","0656","-5.8452,112.6693","",""
"473","Outlet Babakbawo","4730719","Babakbawo, Jawa Timur","0719","-6.9886,112.4872","",""
"474","Outlet Glatik","4740701","Glatik, Jawa Timur","0701","-6.971,112.5386","",""
"475","Outlet Bulangan","4750122","Bulangan, Jawa Timur","0122","-6.9788,112.3918","",""
"476","Outlet Prupuh","4760992","Prupuh, Jawa Timur","0992","-6.9127,112.4578","",""
"477","Outlet Pantenan","4770836","Pantenan, Jawa Timur","0836","-6.9199,112.4381","",""
"478","Outlet Madumulyorejo","4780926","Madumulyorejo, Jawa Timur","0926","-6.998,112.4485","",""
"479","Outlet Ujungpangkah","4790243","Ujungpangkah, Jawa Timur","0243","-6.917,112.5551","",""
"480","Outlet Sambogunung","4800584","Sambogunung, Jawa Timur","0584","-6.9885,112.4978","",""
"481","Outlet Bengkosobung","4810054","Bengkosobung, Jawa Timur","0054","-5.8462,112.657","",""
"482","Outlet Ketapang","4820069","Ketapang, Jawa Timur","0069","-6.9589,112.5545","",""
"483","Outlet Krajan Pangkah Kulon","4830406","Krajan Pangkah Kulon, Jawa Timur","0406","-6.9158,112.5541","",""
"484","Outlet Kertosonopilang","4840308","Kertosonopilang, Jawa Timur","0308","-6.9856,112.5206","",""
"485","Outlet Ketanen","4850297","Ketanen, Jawa Timur","0297","-6.9252,112.4415","",""
"486","Outlet Mentaras","4860643","Mentaras, Jawa Timur","0643","-6.9816,112.4469","",""
"487","Outlet Siwalan","4870951","Siwalan, Jawa Timur","0951","-6.939,112.4343","",""
"488","Outlet Wadeng","4880516","Wadeng, Jawa Timur","0516","-6.9664,112.5139","",""
"489","Outlet Gresik","489058","Gresik, Jawa Timur","058","-7.1539,112.6561","",""
"490","Outlet Sidokumpul","4900392","Sidokumpul, Jawa Timur","0392","-6.8823,112.4533","",""
"491","Outlet Golokan","4910468","Golokan, Jawa Timur","0468","-6.9784,112.5392","",""
"492","Outlet Saniwonorejo","4920877","Saniwonorejo, Jawa Timur","0877","-6.9842,112.4909","",""
